Time,U,Y
2020-01-01 01:43:00,0,0.0
2020-01-01 01:44:00,0,0.0
2020-01-01 01:45:00,0,0.0
2020-01-01 01:46:00,0,0.0
2020-01-01 01:47:00,0,0.0
2020-01-01 01:48:00,0,0.0
2020-01-01 01:49:00,0,0.0
2020-01-01 01:50:00,0,0.0
2020-01-01 01:51:00,0,0.0
2020-01-01 01:52:00,0,0.0
2020-01-01 01:53:00,0,0.0
2020-01-01 01:54:00,0,0.0
2020-01-01 01:55:00,0,0.0
2020-01-01 01:56:00,0,0.0
2020-01-01 01:57:00,0,0.0
2020-01-01 01:58:00,0,0.0
2020-01-01 01:59:00,0,0.0
2020-01-01 02:00:00,0,0.0
2020-01-01 02:01:00,0,0.0
2020-01-01 02:02:00,0,0.0
2020-01-01 02:03:00,0,0.0
2020-01-01 02:04:00,0,0.0
2020-01-01 02:05:00,0,0.0
2020-01-01 02:06:00,0,0.0
2020-01-01 02:07:00,0,0.0
2020-01-01 02:08:00,0,0.0
2020-01-01 02:09:00,0,0.0
2020-01-01 02:10:00,0,0.0
2020-01-01 02:11:00,0,0.0
2020-01-01 02:12:00,0,0.0
2020-01-01 02:13:00,0,0.0
2020-01-01 02:14:00,0,0.0
2020-01-01 02:15:00,0,0.0
2020-01-01 02:16:00,0,0.0
2020-01-01 02:17:00,0,0.0
2020-01-01 02:18:00,0,0.0
2020-01-01 02:19:00,0,0.0
2020-01-01 02:20:00,0,0.0
2020-01-01 02:21:00,0,0.0
2020-01-01 02:22:00,0,0.0
2020-01-01 02:23:00,0,0.0
2020-01-01 02:24:00,0,0.0
2020-01-01 02:25:00,0,0.0
2020-01-01 02:26:00,0,0.0
2020-01-01 02:27:00,0,0.0
2020-01-01 02:28:00,0,0.0
2020-01-01 02:29:00,0,0.0
2020-01-01 02:30:00,0,0.0
2020-01-01 02:31:00,0,0.0
2020-01-01 02:32:00,0,0.0
2020-01-01 02:33:00,0,0.0
2020-01-01 02:34:00,0,0.0
2020-01-01 02:35:00,0,0.0
2020-01-01 02:36:00,0,0.0
2020-01-01 02:37:00,0,0.0
2020-01-01 02:38:00,0,0.0
2020-01-01 02:39:00,0,0.0
2020-01-01 02:40:00,0,0.0
2020-01-01 02:41:00,0,0.0
2020-01-01 02:42:00,0,0.0
2020-01-01 02:43:00,0,0.0
2020-01-01 02:44:00,0,0.0
2020-01-01 02:45:00,0,0.0
2020-01-01 02:46:00,0,0.0
2020-01-01 02:47:00,0,0.0
2020-01-01 02:48:00,0,0.0
2020-01-01 02:49:00,0,0.0
2020-01-01 02:50:00,0,0.0
2020-01-01 02:51:00,0,0.0
2020-01-01 02:52:00,0,0.0
2020-01-01 02:53:00,0,0.0
2020-01-01 02:54:00,0,0.0
2020-01-01 02:55:00,0,0.0
2020-01-01 02:56:00,0,0.0
2020-01-01 02:57:00,0,0.0
2020-01-01 02:58:00,0,0.0
2020-01-01 02:59:00,0,0.0
2020-01-01 03:00:00,0,0.0
2020-01-01 03:01:00,0,0.0
2020-01-01 03:02:00,0,0.0
2020-01-01 03:03:00,0,0.0
2020-01-01 03:04:00,0,0.0
2020-01-01 03:05:00,0,0.0
2020-01-01 03:06:00,0,0.0
2020-01-01 03:07:00,0,0.0
2020-01-01 03:08:00,0,0.0
2020-01-01 03:09:00,0,0.0
2020-01-01 03:10:00,0,0.0
2020-01-01 03:11:00,0,0.0
2020-01-01 03:12:00,0,0.0
2020-01-01 03:13:00,0,0.0
2020-01-01 03:14:00,0,0.0
2020-01-01 03:15:00,0,0.0
2020-01-01 03:16:00,0,0.0
2020-01-01 03:17:00,0,0.0
2020-01-01 03:18:00,0,0.0
2020-01-01 03:19:00,0,0.0
2020-01-01 03:20:00,0,0.0
2020-01-01 03:21:00,0,0.0
2020-01-01 03:22:00,0,0.0
2020-01-01 03:23:00,0,0.0
2020-01-01 03:24:00,0,0.0
2020-01-01 03:25:00,0,0.0
2020-01-01 03:26:00,0,0.0
2020-01-01 03:27:00,0,0.0
2020-01-01 03:28:00,0,0.0
2020-01-01 03:29:00,0,0.0
2020-01-01 03:30:00,0,0.0
2020-01-01 03:31:00,0,0.0
2020-01-01 03:32:00,0,0.0
2020-01-01 03:33:00,0,0.0
2020-01-01 03:34:00,0,0.0
2020-01-01 03:35:00,0,0.0
2020-01-01 03:36:00,0,0.0
2020-01-01 03:37:00,0,0.0
2020-01-01 03:38:00,0,0.0
2020-01-01 03:39:00,0,0.0
2020-01-01 03:40:00,0,0.0
2020-01-01 03:41:00,0,0.0
2020-01-01 03:42:00,0,0.0
2020-01-01 03:43:00,0,0.0
2020-01-01 03:44:00,0,0.0
2020-01-01 03:45:00,0,0.0
2020-01-01 03:46:00,0,0.0
2020-01-01 03:47:00,0,0.0
2020-01-01 03:48:00,0,0.0
2020-01-01 03:49:00,0,0.0
2020-01-01 03:50:00,0,0.0
2020-01-01 03:51:00,0,0.0
2020-01-01 03:52:00,0,0.0
2020-01-01 03:53:00,0,0.0
2020-01-01 03:54:00,0,0.0
2020-01-01 03:55:00,0,0.0
2020-01-01 03:56:00,0,0.0
2020-01-01 03:57:00,0,0.0
2020-01-01 03:58:00,0,0.0
2020-01-01 03:59:00,0,0.0
2020-01-01 04:00:00,0,0.0
2020-01-01 04:01:00,0,0.0
2020-01-01 04:02:00,0,0.0
2020-01-01 04:03:00,0,0.0
2020-01-01 04:04:00,0,0.0
2020-01-01 04:05:00,0,0.0
2020-01-01 04:06:00,0,0.0
2020-01-01 04:07:00,0,0.0
2020-01-01 04:08:00,0,0.0
2020-01-01 04:09:00,0,0.0
2020-01-01 04:10:00,0,0.0
2020-01-01 04:11:00,0,0.0
2020-01-01 04:12:00,0,0.0
2020-01-01 04:13:00,0,0.0
2020-01-01 04:14:00,0,0.0
2020-01-01 04:15:00,0,0.0
2020-01-01 04:16:00,0,0.0
2020-01-01 04:17:00,0,0.0
2020-01-01 04:18:00,0,0.0
2020-01-01 04:19:00,0,0.0
2020-01-01 04:20:00,0,0.0
2020-01-01 04:21:00,0,0.0
2020-01-01 04:22:00,0,0.0
2020-01-01 04:23:00,0,0.0
2020-01-01 04:24:00,0,0.0
2020-01-01 04:25:00,0,0.0
2020-01-01 04:26:00,0,0.0
2020-01-01 04:27:00,0,0.0
2020-01-01 04:28:00,0,0.0
2020-01-01 04:29:00,0,0.0
2020-01-01 04:30:00,0,0.0
2020-01-01 04:31:00,0,0.0
2020-01-01 04:32:00,0,0.0
2020-01-01 04:33:00,0,0.0
2020-01-01 04:34:00,0,0.0
2020-01-01 04:35:00,0,0.0
2020-01-01 04:36:00,0,0.0
2020-01-01 04:37:00,0,0.0
2020-01-01 04:38:00,0,0.0
2020-01-01 04:39:00,0,0.0
2020-01-01 04:40:00,0,0.0
2020-01-01 04:41:00,0,0.0
2020-01-01 04:42:00,0,0.0
2020-01-01 04:43:00,0,0.0
2020-01-01 04:44:00,0,0.0
2020-01-01 04:45:00,0,0.0
2020-01-01 04:46:00,0,0.0
2020-01-01 04:47:00,0,0.0
2020-01-01 04:48:00,0,0.0
2020-01-01 04:49:00,0,0.0
2020-01-01 04:50:00,0,0.0
2020-01-01 04:51:00,0,0.0
2020-01-01 04:52:00,0,0.0
2020-01-01 04:53:00,0,0.0
2020-01-01 04:54:00,0,0.0
2020-01-01 04:55:00,0,0.0
2020-01-01 04:56:00,0,0.0
2020-01-01 04:57:00,0,0.0
2020-01-01 04:58:00,0,0.0
2020-01-01 04:59:00,0,0.0
2020-01-01 05:00:00,0,0.0
2020-01-01 05:01:00,0,0.0
2020-01-01 05:02:00,0,0.0
2020-01-01 05:03:00,0,0.0
2020-01-01 05:04:00,0,0.0
2020-01-01 05:05:00,0,0.0
2020-01-01 05:06:00,0,0.0
2020-01-01 05:07:00,0,0.0
2020-01-01 05:08:00,0,0.0
2020-01-01 05:09:00,0,0.0
2020-01-01 05:10:00,0,0.0
2020-01-01 05:11:00,0,0.0
2020-01-01 05:12:00,0,0.0
2020-01-01 05:13:00,0,0.0
2020-01-01 05:14:00,0,0.0
2020-01-01 05:15:00,0,0.0
2020-01-01 05:16:00,0,0.0
2020-01-01 05:17:00,0,0.0
2020-01-01 05:18:00,0,0.0
2020-01-01 05:19:00,0,0.0
2020-01-01 05:20:00,0,0.0
2020-01-01 05:21:00,0,0.0
2020-01-01 05:22:00,0,0.0
2020-01-01 05:23:00,0,0.0
2020-01-01 05:24:00,0,0.0
2020-01-01 05:25:00,0,0.0
2020-01-01 05:26:00,0,0.0
2020-01-01 05:27:00,0,0.0
2020-01-01 05:28:00,0,0.0
2020-01-01 05:29:00,0,0.0
2020-01-01 05:30:00,0,0.0
2020-01-01 05:31:00,0,0.0
2020-01-01 05:32:00,0,0.0
2020-01-01 05:33:00,0,0.0
2020-01-01 05:34:00,0,0.0
2020-01-01 05:35:00,0,0.0
2020-01-01 05:36:00,0,0.0
2020-01-01 05:37:00,0,0.0
2020-01-01 05:38:00,0,0.0
2020-01-01 05:39:00,0,0.0
2020-01-01 05:40:00,10,0.0
2020-01-01 05:41:00,0,0.0
2020-01-01 05:42:00,0,0.0
2020-01-01 05:43:00,0,0.0
2020-01-01 05:44:00,0,0.0
2020-01-01 05:45:00,0,0.0
2020-01-01 05:46:00,0,0.0
2020-01-01 05:47:00,0,0.0
2020-01-01 05:48:00,0,0.0
2020-01-01 05:49:00,0,0.0
2020-01-01 05:50:00,0,0.0
2020-01-01 05:51:00,0,0.0
2020-01-01 05:52:00,0,0.0
2020-01-01 05:53:00,0,0.0
2020-01-01 05:54:00,0,0.0
2020-01-01 05:55:00,0,0.0
2020-01-01 05:56:00,0,0.0
2020-01-01 05:57:00,0,0.0
2020-01-01 05:58:00,0,0.0
2020-01-01 05:59:00,0,0.0
2020-01-01 06:00:00,0,0.0
2020-01-01 06:01:00,0,0.003109271634270514
2020-01-01 06:02:00,0,0.009264087333260732
2020-01-01 06:03:00,0,0.015321523218210703
2020-01-01 06:04:00,0,0.021279271636741412
2020-01-01 06:05:00,0,0.027135121129430295
2020-01-01 06:06:00,0,0.03288695636946082
2020-01-01 06:07:00,0,0.03853275804353914
2020-01-01 06:08:00,0,0.04407060267502618
2020-01-01 06:09:00,0,0.04949866239025506
2020-01-01 06:10:00,0,0.05481520462902487
2020-01-01 06:11:00,0,0.06001859180028114
2020-01-01 06:12:00,0,0.06510728088401306
2020-01-01 06:13:00,0,0.07007982298041485
2020-01-01 06:14:00,0,0.07493486280737609
2020-01-01 06:15:00,0,0.07967113814738218
2020-01-01 06:16:00,0,0.08428747924492094
2020-01-01 06:17:00,0,0.08878280815550631
2020-01-01 06:18:00,0,0.09315613804744291
2020-01-01 06:19:00,0,0.0974065724574686
2020-01-01 06:20:00,0,0.10153330450142307
2020-01-01 06:21:00,0,0.10553561604110195
2020-01-01 06:22:00,0,0.10941287680846525
2020-01-01 06:23:00,0,0.11316454348837848
2020-01-01 06:24:00,0,0.11679015876107306
2020-01-01 06:25:00,0,0.12028935030551892
2020-01-01 06:26:00,0,0.12366182976491044
2020-01-01 06:27:00,0,0.1269073916754706
2020-01-01 06:28:00,0,0.1300259123597845
2020-01-01 06:29:00,0,0.13301734878587668
2020-01-01 06:30:00,0,0.1358817373932497
2020-01-01 06:31:00,0,0.13861919288710456
2020-01-01 06:32:00,0,0.14122990700196417
2020-01-01 06:33:00,0,0.14371414723592246
2020-01-01 06:34:00,0,0.14607225555674186
2020-01-01 06:35:00,0,0.14830464708102048
2020-01-01 06:36:00,0,0.15041180872764962
2020-01-01 06:37:00,0,0.15239429784677927
2020-01-01 06:38:00,0,0.15425274082550708
2020-01-01 06:39:00,0,0.15598783167150193
2020-01-01 06:40:00,0,0.1576003305757695
2020-01-01 06:41:00,0,0.15909106245576135
2020-01-01 06:42:00,0,0.16046091548002475
2020-01-01 06:43:00,0,0.16171083957558205
2020-01-01 06:44:00,0,0.1628418449192242
2020-01-01 06:45:00,0,0.1638550004138919
2020-01-01 06:46:00,0,0.16475143215131294
2020-01-01 06:47:00,0,0.16553232186205352
2020-01-01 06:48:00,0,0.16619890535413218
2020-01-01 06:49:00,0,0.16675247094133527
2020-01-01 06:50:00,0,0.16719435786236234
2020-01-01 06:51:00,0,0.16752595469191833
2020-01-01 06:52:00,0,0.16774869774485862
2020-01-01 06:53:00,0,0.16786406947447918
2020-01-01 06:54:00,0,0.16787359686603412
2020-01-01 06:55:00,0,0.16777884982654648
2020-01-01 06:56:00,0,0.16758143957196767
2020-01-01 06:57:00,0,0.16728301701272452
2020-01-01 06:58:00,0,0.16688527113868004
2020-01-01 06:59:00,0,0.16638992740451816
2020-01-01 07:00:00,0,0.1657987461165475
2020-01-01 07:01:00,0,0.165113520821904
2020-01-01 07:02:00,0,0.164336076701116
2020-01-01 07:03:00,0,0.16346826896497835
2020-01-01 07:04:00,0,0.1625119812566661
2020-01-01 07:05:00,0,0.1614691240600011
2020-01-01 07:06:00,0,0.16034163311476685
2020-01-01 07:07:00,0,0.15913146783995002
2020-01-01 07:08:00,0,0.1578406097657684
2020-01-01 07:09:00,0,0.15647106097532767
2020-01-01 07:10:00,0,0.15502484255672905
2020-01-01 07:11:00,0,0.15350399306643403
2020-01-01 07:12:00,0,0.1519105670046705
2020-01-01 07:13:00,0,0.15024663330364707
2020-01-01 07:14:00,0,0.1485142738293231
2020-01-01 07:15:00,0,0.1467155818974613
2020-01-01 07:16:00,0,0.14485266080467113
2020-01-01 07:17:00,0,0.14292762237513118
2020-01-01 07:18:00,0,0.14094258552365801
2020-01-01 07:19:00,0,0.13889967483577012
2020-01-01 07:20:00,0,0.13680101916537415
2020-01-01 07:21:00,0,0.13464875025068124
2020-01-01 07:22:00,0,0.1324450013489406
2020-01-01 07:23:00,0,0.13019190589055699
2020-01-01 07:24:00,0,0.12789159615313825
2020-01-01 07:25:00,0,0.125546201955999
2020-01-01 07:26:00,0,0.12315784937562518
2020-01-01 07:27:00,0,0.12072865948258499
2020-01-01 07:28:00,0,0.11826074710034942
2020-01-01 07:29:00,0,0.11575621958646726
2020-01-01 07:30:00,0,0.11321717563651651
2020-01-01 07:31:00,0,0.11064570411123624
2020-01-01 07:32:00,0,0.10804388288722051
2020-01-01 07:33:00,0,0.10541377773153673
2020-01-01 07:34:00,0,0.1027574412006105
2020-01-01 07:35:00,0,0.10007691156369826
2020-01-01 07:36:00,0,0.09737421175125001
2020-01-01 07:37:00,0,0.09465134832844346
2020-01-01 07:38:00,0,0.09191031049415162
2020-01-01 07:39:00,0,0.0891530691055864
2020-01-01 07:40:00,0,0.08638157572884059
2020-01-01 07:41:00,0,0.08359776171553185
2020-01-01 07:42:00,0,0.08080353730573281
2020-01-01 07:43:00,0,0.07800079075735233
2020-01-01 07:44:00,0,0.07519138750211428
2020-01-01 07:45:00,0,0.07237716932826112
2020-01-01 07:46:00,0,0.0695599535900918
2020-01-01 07:47:00,0,0.06674153244442449
2020-01-01 07:48:00,0,0.06392367211405695
2020-01-01 07:49:00,0,0.06110811217827951
2020-01-01 07:50:00,0,0.05829656489047808
2020-01-01 07:51:00,0,0.055490714522846984
2020-01-01 07:52:00,0,0.052692216738214614
2020-01-01 07:53:00,0,0.04990269798896794
2020-01-01 07:54:00,0,0.04712375494304506
2020-01-01 07:55:00,0,0.04435695393694924
2020-01-01 07:56:00,0,0.04160383045572088
2020-01-01 07:57:00,0,0.0388658886397893
2020-01-01 07:58:00,0,0.03614460081860949
2020-01-01 07:59:00,0,0.0334414070709747
2020-01-01 08:00:00,0,0.030757714811880187
2020-01-01 08:01:00,0,0.028094898405799373
2020-01-01 08:02:00,0,0.025454298806218828
2020-01-01 08:03:00,0,0.022837223221264875
2020-01-01 08:04:00,0,0.02024494480524071
2020-01-01 08:05:00,0,0.017678702375879665
2020-01-01 08:06:00,0,0.015139700157107113
2020-01-01 08:07:00,0,0.012629107547090781
2020-01-01 08:08:00,0,0.010148058911346935
2020-01-01 08:09:00,0,0.007697653400657643
2020-01-01 08:10:00,0,0.005278954793542755
2020-01-01 08:11:00,0,0.002892991363018685
2020-01-01 08:12:00,0,0.0005407557673651102
2020-01-01 08:13:00,0,-0.0017767950353901358
2020-01-01 08:14:00,0,-0.004058739849568005
2020-01-01 08:15:00,0,-0.00630419328082717
2020-01-01 08:16:00,0,-0.008512305752364792
2020-01-01 08:17:00,0,-0.010682263498658341
2020-01-01 08:18:00,0,-0.012813288537086732
2020-01-01 08:19:00,0,-0.014904638617777695
2020-01-01 08:20:00,0,-0.01695560715203669
2020-01-01 08:21:00,0,-0.018965523119720593
2020-01-01 08:22:00,0,-0.020933750955927137
2020-01-01 08:23:00,0,-0.0228596904173783
2020-01-01 08:24:00,0,-0.024742776428882854
2020-01-01 08:25:00,0,-0.02658247891026993
2020-01-01 08:26:00,0,-0.028378302584191613
2020-01-01 08:27:00,0,-0.030129786765198747
2020-01-01 08:28:00,0,-0.03183650513049943
2020-01-01 08:29:00,0,-0.03349806547281529
2020-01-01 08:30:00,0,-0.03511410943575513
2020-01-01 08:31:00,0,-0.03668431223213073
2020-01-01 08:32:00,0,-0.03820838234564307
2020-01-01 08:33:00,0,-0.039686061216372
2020-01-01 08:34:00,0,-0.04111712291050521
2020-01-01 08:35:00,0,-0.04250137377474643
2020-01-01 08:36:00,0,-0.043838652075844885
2020-01-01 08:37:00,0,-0.045128827625691495
2020-01-01 08:38:00,0,-0.04637180139242901
2020-01-01 08:39:00,0,-0.04756750509802572
2020-01-01 08:40:00,0,-0.048715900802763654
2020-01-01 08:41:00,0,-0.04981698047709418
2020-01-01 08:42:00,0,-0.05087076556131424
2020-01-01 08:43:00,0,-0.05187730651351814
2020-01-01 08:44:00,0,-0.052836682346279404
2020-01-01 08:45:00,0,-0.053749000152518225
2020-01-01 08:46:00,0,-0.05461439462100945
2020-01-01 08:47:00,0,-0.05543302754198587
2020-01-01 08:48:00,0,-0.05620508730329109
2020-01-01 08:49:00,0,-0.05693078837753495
2020-01-01 08:50:00,0,-0.05761037080070393
2020-01-01 08:51:00,0,-0.05824409964267682
2020-01-01 08:52:00,0,-0.05883226447009486
2020-01-01 08:53:00,0,-0.05937517880203322
2020-01-01 08:54:00,0,-0.05987317955891875
2020-01-01 08:55:00,0,-0.06032662650513633
2020-01-01 08:56:00,0,-0.06073590168576345
2020-01-01 08:57:00,0,-0.061101408857870076
2020-01-01 08:58:00,0,-0.061423572916817215
2020-01-01 08:59:00,0,-0.06170283931798465
2020-01-01 09:00:00,0,-0.06193967349435465
2020-01-01 09:01:00,0,-0.0621345602703744
2020-01-01 09:02:00,0,-0.062288003272516455
2020-01-01 09:03:00,0,-0.062400524336951736
2020-01-01 09:04:00,0,-0.062472662914745625
2020-01-01 09:05:00,0,-0.06250497547498293
2020-01-01 09:06:00,0,-0.06249803490622287
2020-01-01 09:07:00,0,-0.06245242991668006
2020-01-01 09:08:00,0,-0.062368764433522884
2020-01-01 09:09:00,0,-0.062247657001674485
2020-01-01 09:10:00,0,-0.06208974018249727
2020-01-01 09:11:00,0,-0.06189565995273512
2020-01-01 09:12:00,0,-0.06166607510408288
2020-01-01 09:13:00,0,-0.06140165664374564
2020-01-01 09:14:00,0,-0.0611030871963454
2020-01-01 09:15:00,0,-0.060771060407525765
2020-01-01 09:16:00,0,-0.06040628034959951
2020-01-01 09:17:00,0,-0.06000946092957707
2020-01-01 09:18:00,0,-0.059581325299908006
2020-01-01 09:19:00,0,-0.05912260527226026
2020-01-01 09:20:00,0,-0.05863404073465585
2020-01-01 09:21:00,0,-0.05811637907227448
2020-01-01 09:22:00,0,-0.05757037459222966
2020-01-01 09:23:00,0,-0.056996787952615265
2020-01-01 09:24:00,0,-0.05639638559611273
2020-01-01 09:25:00,0,-0.05576993918844275
2020-01-01 09:26:00,0,-0.05511822506193732
2020-01-01 09:27:00,0,-0.0544420236645013
2020-01-01 09:28:00,0,-0.053742119014224855
2020-01-01 09:29:00,0,-0.05301929815990116
2020-01-01 09:30:00,0,-0.05227435064769595
2020-01-01 09:31:00,0,-0.051508067994208206
2020-01-01 09:32:00,0,-0.05072124316615367
2020-01-01 09:33:00,0,-0.049914670066895386
2020-01-01 09:34:00,0,-0.04908914303003771
2020-01-01 09:35:00,0,-0.04824545632029295
2020-01-01 09:36:00,0,-0.04738440364182181
2020-01-01 09:37:00,0,-0.04650677765424143
2020-01-01 09:38:00,0,-0.04561336949648703
2020-01-01 09:39:00,0,-0.044704968318705615
2020-01-01 09:40:00,0,-0.04378236082235257
2020-01-01 09:41:00,0,-0.0428463308086542
2020-01-01 09:42:00,0,-0.04189765873559189
2020-01-01 09:43:00,0,-0.04093712128355565
2020-01-01 09:44:00,0,-0.0399654909298075
2020-01-01 09:45:00,0,-0.0389835355318876
2020-01-01 09:46:00,0,-0.03799201792008809
2020-01-01 09:47:00,0,-0.036991695499112826
2020-01-01 09:48:00,0,-0.03598331985903297
2020-01-01 09:49:00,0,-0.034967636395641655
2020-01-01 09:50:00,0,-0.033945383940303095
2020-01-01 09:51:00,0,-0.032917294399384525
2020-01-01 09:52:00,0,-0.0318840924033518
2020-01-01 09:53:00,0,-0.030846494965602687
2020-01-01 09:54:00,0,-0.029805211151104218
2020-01-01 09:55:00,0,-0.028760941754893937
2020-01-01 09:56:00,0,-0.027714378990497442
2020-01-01 09:57:00,0,-0.02666620618830797
2020-01-01 09:58:00,0,-0.025617097503966735
2020-01-01 09:59:00,0,-0.024567717636776065
2020-01-01 10:00:00,0,-0.02351872155817059
2020-01-01 10:01:00,0,-0.022470754250265276
2020-01-01 10:02:00,0,-0.02142445045449228
2020-01-01 10:03:00,0,-0.02038043443033251
2020-01-01 10:04:00,0,-0.0193393197241412
2020-01-01 10:05:00,0,-0.01830170894806056
2020-01-01 10:06:00,0,-0.0172681935690066
2020-01-01 10:07:00,0,-0.016239353707710857
2020-01-01 10:08:00,0,-0.015215757947792168
2020-01-01 10:09:00,0,-0.014197963154827454
2020-01-01 10:10:00,0,-0.013186514305384946
2020-01-01 10:11:00,0,-0.012181944325977578
2020-01-01 10:12:00,0,-0.011184773941888722
2020-01-01 10:13:00,0,-0.010195511535817095
2020-01-01 10:14:00,0,-0.009214653016282333
2020-01-01 10:15:00,0,-0.008242681695727488
2020-01-01 10:16:00,0,-0.0072800681782497715
2020-01-01 10:17:00,0,-0.006327270256885784
2020-01-01 10:18:00,0,-0.005384732820372716
2020-01-01 10:19:00,0,-0.004452887769302278
2020-01-01 10:20:00,0,-0.0035321539415795293
2020-01-01 10:21:00,0,-0.0026229370470943073
2020-01-01 10:22:00,0,-0.0017256296115086317
2020-01-01 10:23:00,0,-0.0008406109290592271
2020-01-01 10:24:00,0,3.175297572977865e-05
2020-01-01 10:25:00,0,0.000891109377532879
2020-01-01 10:26:00,0,0.0017371188710206857
2020-01-01 10:27:00,0,0.002569455383085349
2020-01-01 10:28:00,0,0.0033878061766139432
2020-01-01 10:29:00,0,0.004191871845933307
2020-01-01 10:30:00,0,0.004981366304053159
2020-01-01 10:31:00,0,0.005756016761837525
2020-01-01 10:32:00,0,0.006515563699237533
2020-01-01 10:33:00,0,0.007259760828721665
2020-01-01 10:34:00,0,0.007988375051042253
2020-01-01 10:35:00,0,0.00870118640347981
2020-01-01 10:36:00,0,0.009397988000709257
2020-01-01 10:37:00,0,0.010078585968434584
2020-01-01 10:38:00,0,0.010742799369940768
2020-01-01 10:39:00,0,0.01139046012571399
2020-01-01 10:40:00,0,0.01202141292628315
2020-01-01 10:41:00,0,0.012635515138437716
2020-01-01 10:42:00,0,0.013232636704978686
2020-01-01 10:43:00,0,0.013812660038161095
2020-01-01 10:44:00,0,0.014375479906988137
2020-01-01 10:45:00,0,0.014921003318518308
2020-01-01 10:46:00,0,0.01544914939334835
2020-01-01 10:47:00,0,0.015959849235435933
2020-01-01 10:48:00,0,0.01645304579642714
2020-01-01 10:49:00,0,0.016928693734654634
2020-01-01 10:50:00,0,0.017386759268973408
2020-01-01 10:51:00,0,0.0178272200276016
